personName,finalWorth,category,age,country,organization
William Franke,2000,Diversified,85,United States,
Mario Germano Giuliani,2000,Healthcare,51,Monaco,
Amy Goldman Fowler,2000,Real Estate,68,United States,
John Hancock,2000,Metals & Mining,47,United Kingdom,
Hu Yangzhong,2000,Technology,58,China,
Huang Dawen,2000,Manufacturing,62,Hong Kong,
Huang Qiaoling,2000,Media & Entertainment,64,China,
Rajiv Jain,2000,Finance & Investments,55,United States,
Michael Jordan,2000,Sports,60,United States,
Diane Kemper,2000,Real Estate,77,United States,
Shlomo Kramer,2000,Technology,57,Israel,
Heikki Kyostila,2000,Healthcare,77,Finland,
Martin Lau,2000,Technology,50,Hong Kong,
Li Min,2000,Technology,57,China,
Liang Rubo,2000,Technology,40,China,
Liang Zhaoxian,2000,Manufacturing,58,China,
Lin Fanlian,2000,Energy,61,China,
Aloke Lohia,2000,Manufacturing,64,Thailand,
Bill Malhotra,2000,Real Estate,73,Canada,
Alexander Mamut,2000,Finance & Investments,63,Israel,
Craig McCaw,2000,Telecom,73,United States,
Cunhui Nan,2000,Manufacturing,59,China,
Tengyun Nie & family,2000,Service,47,China,
Oei Hong Leong,2000,Finance & Investments,75,Singapore,
Clive Palmer,2000,Metals & Mining,69,Australia,
Matthew Prince,2000,Technology,48,United States,
Linda Pritzker,2000,Service,69,United States,
P.V. Krishna Reddy,2000,Construction & Engineering,53,India,
Bianca Rinehart,2000,Metals & Mining,46,Australia,
Ginia Rinehart,2000,Metals & Mining,36,Australia,
T. Denny Sanford,2000,Finance & Investments,87,United States,
Bhadresh Shah,2000,Manufacturing,71,India,
Zygmunt Solorz-Zak,2000,Media & Entertainment,66,Poland,
Michal Strnad,2000,Manufacturing,30,,
Sylvia Stroeher,2000,Fashion & Retail,67,Germany,
Otto Toto Sugiri,2000,Technology,69,Indonesia,
Larry Tanenbaum,2000,Sports,77,Canada,
Wichai Thongtang,2000,Finance & Investments,76,Thailand,
Ion Tiriac,2000,Finance & Investments,83,Romania,
Hope Welker,2000,Metals & Mining,37,United States,
William Young,2000,Manufacturing,82,United States,
Ales Zavoral,2000,Fashion & Retail,46,,
Zhang Fan,2000,Technology,57,China,
Shilong Zhang & family,2000,Technology,57,China,
Zhang Wanzhen,2000,Manufacturing,73,China,
Hongfei Zhao,2000,Technology,48,China,
Zhou Jian,2000,Energy,46,China,
Zhu Yiwen & family,2000,Healthcare,59,China,
Roberto Angelini Rossi,1900,Diversified,74,Chile,
Mika Anttonen,1900,Energy,56,Finland,
David Blitzer,1900,Sports,53,United States,
Julio Bozano,1900,Finance & Investments,87,Brazil,
Nikolai Buinov,1900,Energy,55,Russia,
Nicola Bulgari,1900,Fashion & Retail,82,Italy,
"Howard Butt, III. & family",1900,Fashion & Retail,71,United States,
Stephen Butt & family,1900,Fashion & Retail,67,,
Jianxing Che,1900,Fashion & Retail,56,China,
Huxiong Chen,1900,Manufacturing,52,China,
Chen Qiongxiang,1900,Energy,,China,
Chen Zhisong,1900,Technology,57,China,
Manas Chiaravanond,1900,Diversified,,Thailand,
Prathip Chiravanond,1900,Diversified,74,Thailand,
Alexandra Daitch,1900,Food & Beverage,60,United States,
Sol Daurella,1900,Food & Beverage,57,Spain,
Mark Davis,1900,Sports,67,United States,
James Dinan,1900,Finance & Investments,63,United States,York Capital Management
Dong Fan,1900,Healthcare,53,China,
Fritz Draexlmaier,1900,Automotive,,Germany,
Bulent Eczacibasi,1900,Diversified,73,Turkey,
Faruk Eczacibasi,1900,Diversified,68,Turkey,
Eduardo Eurnekian,1900,Diversified,90,Argentina,
David Fong,1900,Real Estate,65,Hong Kong,
Guo Zhenyu & family,1900,Fashion & Retail,59,China,
Surjit Kumar Gupta,1900,Manufacturing,81,India,
Caroline Hagen Kjos,1900,Diversified,39,Switzerland,
Roberto Hernandez Ramirez,1900,Finance & Investments,81,Mexico,
Reid Hoffman,1900,Technology,55,United States,Greylock
Hu Rongda & family,1900,Manufacturing,64,China,
"B. Wayne Hughes, Jr.",1900,Real Estate,63,United States,
Hui Wing Mau,1900,Real Estate,72,Hong Kong,
Scott Kapnick,1900,Finance & Investments,64,United States,
Richard Kayne,1900,Finance & Investments,77,United States,
Dominika Kulczyk,1900,Finance & Investments,45,United Kingdom,
Edward Lampert,1900,Finance & Investments,60,United States,ESL Investments Inc.
Somsri Lamsam,1900,Diversified,,Thailand,
James Leprino,1900,Food & Beverage,85,United States,Leprino Foods
David Lichtenstein,1900,Real Estate,61,United States,
Lin Dingqiang & family,1900,Real Estate,56,China,
Sarah MacMillan,1900,Food & Beverage,69,United States,
Strive Masiyiwa,1900,Telecom,62,United Kingdom,
Robert Miller,1900,Fashion & Retail,89,Hong Kong,
Simon Nixon,1900,Technology,55,United Kingdom,
Kentaro Ogawa,1900,Food & Beverage,74,Japan,
Ajay Parekh,1900,Manufacturing,65,India,
Narendrakumar Parekh,1900,Manufacturing,84,India,
Jennifer Pritzker,1900,Finance & Investments,72,United States,Tawani Enterprises
G. Rajendran,1900,Fashion & Retail,80,India,
Ren Jianhua,1900,Manufacturing,66,China,
Larry Robbins,1900,Finance & Investments,53,United States,Glenview Capital Management
Dwight Schar,1900,Construction & Engineering,81,United States,
Shao Jianxiong,1900,Energy,,China,
Qinxiang Shao,1900,Manufacturing,68,China,
Hua Shen,1900,Technology,60,China,
Shi Wen-long,1900,Manufacturing,95,Taiwan,
Peter Sondakh,1900,Finance & Investments,73,Indonesia,
Lucy Stitzer,1900,Food & Beverage,63,United States,
Elizabeth Sy,1900,Diversified,70,Philippines,
Hermanto Tanoko,1900,Manufacturing,60,Indonesia,
Mehmet Sinan Tara,1900,Construction & Engineering,64,Turkey,
Masateru Uno & family,1900,Fashion & Retail,76,Japan,
Vardis Vardinoyannis & family,1900,Energy,90,Greece,
Jitendra Virwani,1900,Real Estate,57,India,
Wang Chaobin,1900,Real Estate,67,China,
Wang Ren-sheng,1900,Fashion & Retail,91,China,
Charlotte Colket Weber,1900,Food & Beverage,80,United States,Campbell Soup
Xie Juhua & family,1900,Healthcare,72,China,
Chuanhua Xu & family,1900,Manufacturing,88,China,Transfar Group
Gavril Yushvaev & family,1900,Finance & Investments,65,Israel,
Zhang Hongwei,1900,Diversified,68,China,
Anita Zucker,1900,Manufacturing,71,United States,
Cameron Adams,1800,Technology,43,Australia,
Will Adderley,1800,Fashion & Retail,51,United Kingdom,
Faisal Bin Qassim Al Thani,1800,Diversified,75,Qatar,
Leslie Alexander,1800,Sports,79,United States,
Masaaki Arai,1800,Real Estate,57,Japan,
Sabrina Benetton,1800,Fashion & Retail,49,Italy,
Sanjeev Bikhchandani,1800,Technology,59,India,
O. Francis Biondi,1800,Finance & Investments,58,United States,
Alejandro Bulgheroni,1800,Energy,78,Uruguay,
R.G. Chandramogan,1800,Food & Beverage,74,India,
Binod Chaudhary,1800,Diversified,67,Nepal,
Parker Conrad,1800,Technology,42,United States,
Tim Cook,1800,Technology,62,United States,Apple
Mark Coombs,1800,Finance & Investments,62,United Kingdom,
John de Mol,1800,Media & Entertainment,68,Netherlands,
D. Leopoldo Del Pino,1800,Construction & Engineering,60,Spain,
Diao Zhizhong,1800,Technology,59,China,
Robert Duggan,1800,Healthcare,78,United States,
James France,1800,Sports,78,United States,
Phillip Frost,1800,Healthcare,86,United States,
Jayme Garfinkel & family,1800,Finance & Investments,77,Brazil,
Christopher Goldsbury,1800,Food & Beverage,80,United States,Silver Ventures
Yusuf Hamied,1800,Healthcare,86,India,
Brian Higgins,1800,Finance & Investments,58,United States,King Street Capital Management
Wei Huang,1800,Real Estate,63,China,
Yintai Jiang & family,1800,Automotive,72,China,
Lei Jin,1800,Healthcare,57,China,
Jin Lei & family,1800,Healthcare,68,China,
Valentin Kipyatkov,1800,Technology,46,Cyprus,
Koo Kwang-mo,1800,Diversified,45,South Korea,
George Kurtz,1800,Technology,52,United States,
Joe Lacob,1800,Sports,67,United States,
Joe Lau,1800,Technology,33,United States,
Louise Lindh,1800,Diversified,43,Sweden,
Luo Yangyong & family,1800,Metals & Mining,47,China,
Joao Roberto Marinho,1800,Media & Entertainment,69,Brazil,
Jose Roberto Marinho,1800,Media & Entertainment,67,Brazil,
Roberto Irineu Marinho,1800,Media & Entertainment,75,Brazil,
Gary Michelson,1800,Healthcare,74,United States,
Robert G. Miller,1800,Technology,77,Canada,Future Electronics
David Mindus,1800,Real Estate,51,Sweden,
Adriaan Mol,1800,Technology,39,Netherlands,
Mofatraj Munot,1800,Real Estate,78,India,
Ezra Nahmad,1800,Finance & Investments,77,Monaco,
Satyanarayan Nuwal,1800,Manufacturing,70,India,
Maike Oberwelland-Height,1800,Food & Beverage,,,
Nihat Ozdemir,1800,Diversified,72,Turkey,
Benjamin Zhengmin Pan & family,1800,Technology,53,China,
Pierre Karl Péladeau,1800,Media & Entertainment,61,Canada,
Ronald Perelman,1800,Finance & Investments,80,United States,
Olivier Pomel,1800,Technology,46,United States,Datadog
Krit Ratanarak,1800,Media & Entertainment,76,Thailand,
Vinod Saraf,1800,Manufacturing,70,India,
Karin Schick,1800,Technology,,Germany,
Anatoly Sedykh,1800,Metals & Mining,58,Russia,
Genhuo Shao,1800,Food & Beverage,57,China,
Shen Xiqiang & family,1800,Energy,75,China,
S.D. Shibulal,1800,Technology,68,India,
Suh Kyung-bae,1800,Fashion & Retail,60,South Korea,Amorepacific Corp. (New)
Bambang Sutantio,1800,Food & Beverage,64,Indonesia,
Sze Man Bok,1800,Manufacturing,73,China,
Jim Thompson,1800,Logistics,83,Hong Kong,
Tran Dinh Long,1800,Manufacturing,62,Vietnam,
Alan Trefler,1800,Technology,67,United States,
Riaz Valani,1800,Finance & Investments,46,United States,
Pieter van der Does,1800,Technology,53,Netherlands,
Martin Viessmann,1800,Manufacturing,69,Germany,
Nikil Viswanathan,1800,Technology,35,United States,
Todd Wagner,1800,Media & Entertainment,62,United States,
Evan Williams,1800,Technology,51,United States,Twitter
Kie Chie Wong,1800,Metals & Mining,75,Australia,
Thomas Wu,1800,Finance & Investments,72,Taiwan,
Wu Yingming,1800,Energy,56,China,
Amy Wyss,1800,Healthcare,52,United States,
Yan Zhi,1800,Real Estate,50,China,
Yoshiaki Yoshida,1800,Fashion & Retail,82,Japan,
Alan Zekelman,1800,Manufacturing,60,United States,
Zhang Li,1800,Real Estate,70,China,
Amy Adams Strunk,1700,Sports,67,United States,Tennessee Titans
Marc Andreessen,1700,Finance & Investments,51,United States,Andreessen Horowitz
Giovanni Arvedi,1700,Metals & Mining,85,Italy,
Lesley Bamberger,1700,Real Estate,57,Netherlands,
Bang Si-hyuk,1700,Media & Entertainment,50,South Korea,
David Booth,1700,Finance & Investments,77,United States,Dimensional Fund Advisors
Jim Breyer,1700,Technology,61,United States,Breyer Capital
Chen Kaichen,1700,Manufacturing,,China,
Kommer Damen,1700,Manufacturing,79,Netherlands,
Carl DeSantis,1700,Food & Beverage,83,United States,
Marek Dospiva,1700,Finance & Investments,53,Czech Republic,
Keith Dunleavy & family,1700,Healthcare,53,United States,
John Elkann,1700,Finance & Investments,47,Italy,
Francois Feuillet & family,1700,Automotive,74,France,
Yasuhiro Fukushima,1700,Media & Entertainment,75,Japan,
Mario Gabelli,1700,Finance & Investments,81,United States,
Rolf Gerling,1700,Finance & Investments,68,Switzerland,
John Goff,1700,Real Estate,67,United States,
Alexandre Grendene Bartelle,1700,Fashion & Retail,73,Brazil,
Gerry Harvey,1700,Fashion & Retail,83,Australia,
He Zhaoxi,1700,Technology,49,China,
William Heinecke,1700,Real Estate,73,Thailand,
Jay Hennick,1700,Finance & Investments,66,Canada,
Ilkka Herlin,1700,Manufacturing,64,Finland,
Asok Kumar Hiranandani,1700,Real Estate,68,Singapore,
Hal Jackman,1700,Finance & Investments,90,Canada,
Pavan Jain,1700,Manufacturing,71,India,
Keeree Kanjanapas,1700,Real Estate,72,Thailand,
Osman Kibar,1700,Healthcare,52,United States,Samumed
Kim Chang-soo,1700,Fashion & Retail,62,South Korea,
Kim Jung-min,1700,Media & Entertainment,21,,
Kim Jung-youn,1700,Media & Entertainment,19,,
Mustafa Kucuk,1700,Fashion & Retail,59,Turkey,
Christopher Kwok,1700,Real Estate,37,Hong Kong,
Edward Kwok,1700,Real Estate,42,Hong Kong,
Lai Jianfa,1700,Logistics,53,China,
Lau Cho Kun,1700,Diversified,87,Malaysia,
Alexis Lê-Quôc,1700,Technology,48,United States,Datadog
Lei Jufang,1700,Healthcare,70,China,
James Leininger,1700,Healthcare,78,United States,
Xuhui Li,1700,Food & Beverage,54,China,
Jimmy John Liautaud,1700,Food & Beverage,59,United States,
Lin Lairong & family,1700,Metals & Mining,54,China,
Lu Di,1700,Technology,,China,
Palmer Luckey,1700,Technology,30,United States,Oculus VR
Duncan MacMillan,1700,Finance & Investments,85,United States,
Yusaku Maezawa,1700,Technology,47,Japan,
Ilson Mateus & family,1700,Fashion & Retail,60,Brazil,
Meng Qingshan & family,1700,Manufacturing,74,China,
Alberto Palatchi,1700,Fashion & Retail,73,Spain,
Mrudula Parekh,1700,Manufacturing,75,India,
Dragos Paval,1700,Fashion & Retail,56,Romania,
Jorge Perez,1700,Real Estate,73,United States,
Dmitry Pumpyansky,1700,Metals & Mining,59,Russia,
Jinsheng Ren & family,1700,Healthcare,60,China,
Brian Roberts,1700,Media & Entertainment,63,United States,Comcast
"Joe Rogers, Jr.",1700,Food & Beverage,76,United States,
Ruan Shuilong & family,1700,Manufacturing,87,China,
Paul Saville,1700,Real Estate,67,United States,
Ivan Savvidis & family,1700,Diversified,64,Russia,
Keiichi Shibahara,1700,Healthcare,58,Japan,
Rajju Shroff,1700,Manufacturing,89,India,
Sun Huaiqing & family,1700,Fashion & Retail,53,China,
Alain Taravella,1700,Real Estate,75,France,
Jonathan Tisch,1700,Diversified,69,United States,
Kenneth Tuchman,1700,Service,63,United States,
Wang Chou-hsiong,1700,Manufacturing,82,Taiwan,
Wang Minwen,1700,Technology,59,China,
Tom Werner,1700,Sports,72,United States,
Stephen Winn,1700,Real Estate,76,United States,
Ian Wood & family,1700,Energy,80,United Kingdom,
Wu Lanlan & family,1700,Manufacturing,49,China,
Xu Bingzhong,1700,Food & Beverage,49,China,
Yang Xuegang,1700,Manufacturing,58,China,
Vladimir Yevtushenkov,1700,Telecom,74,Russia,
David Zalik,1700,Technology,49,United States,GreenSky
Zhang Xiaojuan,1700,Logistics,53,China,
Zheng Xiaodong,1700,Manufacturing,59,China,
Zhong Ruonong & family,1700,Manufacturing,60,China,
Noubar Afeyan,1600,Healthcare,60,United States,
Syed Mokhtar AlBukhary,1600,Construction & Engineering,71,Malaysia,
"Herbert Allen, Jr. & family",1600,Finance & Investments,83,United States,
Vasily Anisimov,1600,Metals & Mining,71,Switzerland,
Clifford Asness,1600,Finance & Investments,56,United States,AQR Capital Management
Louis Bacon,1600,Finance & Investments,66,United States,"Moore Capital Management, LP"
Bai Baokun,1600,Manufacturing,53,China,
Alex Birkenstock,1600,Fashion & Retail,54,,
Christian Birkenstock,1600,Fashion & Retail,50,Austria,
Josef Boquoi & family,1600,Food & Beverage,89,Germany,
Cai Huabo,1600,Technology,47,China,
Chen Tianshi,1600,Technology,38,China,
Chen Yung-tai,1600,Real Estate,87,Taiwan,
Chey Tae-won,1600,Technology,62,South Korea,SK Holdings
Ivan Chrenko,1600,Real Estate,55,Slovakia,
Robert Clark,1600,Construction & Engineering,64,United States,
Jack Cockwell,1600,Finance & Investments,82,Canada,
Tench Coxe,1600,Finance & Investments,65,United States,
Jim Crane,1600,Sports,69,United States,
Norbert Dentressangle,1600,Logistics,68,France,
Jamie Dimon,1600,Finance & Investments,67,United States,JPMorgan Chase & Co.
Daniel Dines,1600,Technology,51,United States,
Alfredo Egydio Arruda Villela Filho,1600,Finance & Investments,53,Brazil,
Gary Fegel,1600,Metals & Mining,49,Switzerland,
"William Foley, II.",1600,Finance & Investments,78,United States,
Richard Fortin,1600,Fashion & Retail,74,Canada,
Gao Yi & family,1600,Healthcare,54,China,
Giammaria Giuliani,1600,Healthcare,45,Switzerland,
Bill Gross,1600,Finance & Investments,78,United States,Pacific Investment Management Company LLC
Sue Gross,1600,Finance & Investments,73,United States,
Irving Grousbeck & family,1600,Sports,88,United States,
Timothy Headington,1600,Energy,72,United States,
Ilona Herlin,1600,Manufacturing,58,Finland,
David Hoffmann,1600,Diversified,70,United States,
Stanley Hubbard,1600,Media & Entertainment,89,United States,"Hubbard Broadcasting, Inc."
Hui Lin Chit,1600,Manufacturing,69,China,
Tianjiang Jia & family,1600,Metals & Mining,60,China,
Zhaobai Jiang,1600,Real Estate,59,China,
Sergei Katsiev,1600,Fashion & Retail,65,Russia,
Kim Jae-young,1600,Media & Entertainment,,,
Randal J. Kirk,1600,Healthcare,69,United States,
William Koch,1600,Energy,82,United States,
Pyotr Kondrashev,1600,Manufacturing,73,Austria,
Eiichi Kuriwada,1600,Logistics,76,Japan,
Robert Langer,1600,Healthcare,74,United States,
Anthony Langley,1600,Diversified,68,United Kingdom,
Marianna Latsis & family,1600,Diversified,70,Greece,
Lee Yeow Seng,1600,Real Estate,45,Malaysia,
Li Sze Lim,1600,Real Estate,66,China,
Li Wa,1600,Real Estate,57,China,
Li Weiwei,1600,Technology,46,China,
Liang Qin & family,1600,Technology,51,China,
Vincent Lo,1600,Real Estate,75,Hong Kong,
Terence (Terry) Matthews,1600,Telecom,80,Canada,
Jim McKelvey,1600,Technology,57,United States,
P.N.C. Menon,1600,Real Estate,74,United Arab Emirates,
Massimo Moratti,1600,Energy,77,Italy,
Liora Ofer,1600,Finance & Investments,69,Israel,
Stefan Pierer,1600,Automotive,66,Austria,
Andreas Pohl,1600,Finance & Investments,58,Germany,
"Reinfried Pohl, Jr.",1600,Finance & Investments,63,Germany,
Michael Polsky,1600,Energy,74,United States,
Francisco Jose Riberas Mera,1600,Manufacturing,58,Spain,
Juan Maria Riberas Mera,1600,Metals & Mining,54,Spain,
Andres Santo Domingo,1600,Food & Beverage,44,United States,
Sathien Sathientham,1600,Food & Beverage,68,Thailand,
Shang Xiaobo & family,1600,Manufacturing,49,China,
Yuri Shefler,1600,Food & Beverage,55,Switzerland,
Evgeny (Eugene) Shvidler,1600,Metals & Mining,59,United Kingdom,
Ryan Smith,1600,Technology,44,United States,Qualtrics
Zakhar Smushkin,1600,Diversified,61,Russia,
Peter Sperling,1600,Service,63,United States,
Laurie Tisch,1600,Diversified,72,United States,
Steven Tisch,1600,Diversified,74,United States,
Michael Tojner,1600,Manufacturing,57,Austria,
August Troendle,1600,Healthcare,67,United States,
Tseng Sing-ai,1600,Manufacturing,,Taiwan,
Sekar Vembu,1600,Technology,51,India,
Chris Wallin,1600,Energy,70,Australia,
Wang Changtian,1600,Media & Entertainment,57,China,
Ning Wang & family,1600,Media & Entertainment,36,China,
Scott Watterson,1600,Technology,67,United States,
Dan Wilks,1600,Energy,66,United States,
Alan Wilson,1600,Fashion & Retail,82,Australia,
Bruce Wilson,1600,Fashion & Retail,76,Australia,
John Wilson,1600,Fashion & Retail,85,Australia,
Anthony Wood,1600,Technology,57,United States,
Wu Ying,1600,Manufacturing,58,China,
Wu Yulan,1600,Healthcare,53,China,
Zhongyi Wu,1600,Technology,49,China,
Xiang Guangming & family,1600,Manufacturing,59,China,
Xue Xiangdong & family,1600,Technology,64,China,
George Yancopoulos,1600,Healthcare,63,United States,
Steven Meng Yang & family,1600,Technology,40,China,
Ye Fan & family,1600,Automotive,52,China,
Yi Dasheng,1600,Diversified,62,China,
Yu Lili,1600,Manufacturing,55,China,
Zeng Kaitian,1600,Technology,48,China,
Zhang Xuexin & family,1600,Metals & Mining,75,China,
Yubai Zhang,1600,Food & Beverage,58,China,
Fredrik Österberg,1600,Gambling & Casinos,52,Sweden,
Shiv Kishan Agrawal,1500,Food & Beverage,82,India,
Aziz Akhannouch & family,1500,Diversified,62,Morocco,
Hamdi Akin & family,1500,Diversified,68,Turkey,
Nerio Alessandri,1500,Manufacturing,61,Italy,
Alexandra Andresen,1500,Diversified,26,Norway,
Katharina Andresen,1500,Diversified,27,Norway,
Patricia Angelini Rossi,1500,Diversified,68,Chile,
Mori Arkin,1500,Healthcare,70,Israel,
Barbara Benetton,1500,Fashion & Retail,53,Italy,
Angela Bennett,1500,Metals & Mining,79,Australia,
Zadik Bino & family,1500,Diversified,79,Israel,
Paolo Bulgari,1500,Fashion & Retail,85,Italy,
Saket Burman,1500,Food & Beverage,46,United Arab Emirates,
Ahmet Calik,1500,Diversified,65,Turkey,
Safra Catz,1500,Technology,61,United States,Oracle
Chang Kuo-Hua,1500,Logistics,68,Taiwan,
Chu Jian,1500,Manufacturing,60,China,
Sandor Csanyi,1500,Diversified,70,Hungary,
Ana Lucia de Mattos Barretto Villela,1500,Finance & Investments,49,Brazil,
Federico De Nora,1500,Manufacturing,55,Italy,
Bharat Desai,1500,Technology,70,United States,Syntel
Mohammed Dewji,1500,Diversified,47,Tanzania,
Egon Durban,1500,Finance & Investments,49,United States,
Fu Mingkang & family,1500,Manufacturing,60,China,
Alan Gerry,1500,Media & Entertainment,94,United States,
Philippe Ginestet & family,1500,Fashion & Retail,69,France,
G. Gnanalingam,1500,Logistics,78,Malaysia,
Esther Grether,1500,Fashion & Retail,87,Switzerland,
Wei Gu,1500,Manufacturing,58,China,
Patrick Hanrahan,1500,Technology,67,United States,
Kenneth Hao,1500,Finance & Investments,54,United States,
Jaroslav Hascak & family,1500,Finance & Investments,53,Slovakia,
He Zhenggang,1500,Manufacturing,69,China,
Niranjan Hiranandani,1500,Real Estate,73,India,
Ho Hung Anh,1500,Finance & Investments,52,Vietnam,
Archie Hwang,1500,Technology,70,Taiwan,
Peter Jackson,1500,Media & Entertainment,61,New Zealand,Film
Stephen Jarislowsky,1500,Finance & Investments,97,Canada,Jarislowsky & Fraser
Rajeev Juneja,1500,Healthcare,57,India,
Ramesh Juneja,1500,Healthcare,67,India,
Ke Xiping & family,1500,Diversified,62,China,
Kim Jun-ki,1500,Diversified,78,South Korea,Dongbu Insurance Co. Ltd.
Sidney Kimmel,1500,Fashion & Retail,95,United States,
Jim Koch,1500,Food & Beverage,73,United States,
Raj Kumar,1500,Real Estate,68,Singapore,
Spiro Latsis & family,1500,Diversified,76,Switzerland,
Peter Leibinger,1500,Manufacturing,56,Germany,
Regine Leibinger,1500,Manufacturing,60,Germany,
Nicola Leibinger-Kammueller,1500,Manufacturing,63,Germany,
Li Jianli,1500,Manufacturing,50,China,
Li Jiaquan,1500,Manufacturing,59,China,
Li Rucheng,1500,Fashion & Retail,71,China,
Li Shui-po,1500,Manufacturing,66,China,
Scott Lin,1500,Technology,90,Taiwan,
Liu Xiucai & family,1500,Manufacturing,66,China,
Lu Zhongfang,1500,Automotive,80,China,
Lu Zongjun,1500,Logistics,59,China,
Youssef Mansour,1500,Diversified,77,Egypt,
Bruce Mathieson,1500,Real Estate,79,Australia,
Romano Minozzi,1500,Diversified,88,Italy,
Greg Mondre,1500,Finance & Investments,48,United States,
Mario Moretti Polegato & family,1500,Fashion & Retail,70,Italy,
Robert Mouawad,1500,Service,78,Bahrain,
Jerry Moyes & family,1500,Logistics,79,United States,
John Ocampo,1500,Technology,63,United States,
Stefan Olsson,1500,Diversified,74,United Kingdom,
Rubens Ometto Silveira Mello,1500,Energy,73,Brazil,
Anne Marie See Pastor,1500,Finance & Investments,,,
George Pastor,1500,Finance & Investments,,,
Nelson Peltz,1500,Finance & Investments,80,United States,Trian Fund Management
David Penaloza Alanis,1500,Construction & Engineering,49,Mexico,
Karl-Johan Persson,1500,Fashion & Retail,48,Sweden,
Mike Repole,1500,Food & Beverage,55,United States,
Duke Reyes,1500,Food & Beverage,66,United States,
Kishin RK,1500,Real Estate,39,Singapore,
Carlos Rodriguez-Pastor,1500,Finance & Investments,63,Peru,
Christopher Rokos,1500,Finance & Investments,52,United Kingdom,Rokos Capital Management
John Ruiz,1500,Service,56,United States,
Sheryl Sandberg,1500,Technology,53,United States,Meta Platforms
Amnon Shashua,1500,Automotive,62,Israel,
Ben Silbermann,1500,Media & Entertainment,40,United States,Pinterest
Ron Sim,1500,Fashion & Retail,64,Singapore,
Leonid Simanovsky,1500,Finance & Investments,73,Russia,
Basudeo Singh,1500,Healthcare,82,India,
Frank Slootman,1500,Technology,64,United States,
Terry Snow,1500,Real Estate,79,Australia,
Axel Stawski,1500,Real Estate,72,United States,
Thomas Steyer,1500,Finance & Investments,65,United States,
Sergei Studennikov & family,1500,Fashion & Retail,56,Russia,
Su Suyu & family,1500,Real Estate,74,China,
Kevin Systrom,1500,Technology,39,United States,Instagram
Tan Lili,1500,Food & Beverage,,China,
Tang Binsen,1500,Food & Beverage,40,China,
Tang Rui,1500,Technology,,China,
Prachak Tangkaravakoon,1500,Manufacturing,79,Thailand,
Jeff Tangney,1500,Healthcare,50,United States,Doximity
Yuequn Tao,1500,Fashion & Retail,63,China,
David Teoh,1500,Telecom,67,Australia,
Carmen Thyssen,1500,Manufacturing,79,Andorra,
Tran Ba Duong & family,1500,Automotive,63,Vietnam,
Kenny Troutt,1500,Telecom,75,United States,
Jens von Bahr,1500,Gambling & Casinos,52,Sweden,
Wang Junmin,1500,Healthcare,54,China,
Weng Xianding,1500,Healthcare,61,China,
Farris Wilks,1500,Energy,71,United States,
Gordon Wu,1500,Real Estate,87,Hong Kong,
Xiong Wu,1500,Technology,47,China,
Xu Zhenhua,1500,Media & Entertainment,,China,
Xu Zhihan,1500,Technology,50,China,
Tingdong Yang,1500,Food & Beverage,62,China,
Michael Minhong Yu,1500,Service,61,China,
Justin Yuan,1500,Media & Entertainment,,China,
Zhang Bangxin,1500,Service,43,China,
Zhang Hong,1500,Energy,,China,
Zhou Zongwen & family,1500,Fashion & Retail,66,China,
Antti Aarnio-Wihuri,1400,Diversified,83,Finland,
Alberto Alcocer,1400,Finance & Investments,80,Spain,
Nigel Austin,1400,Fashion & Retail,52,Australia,
Binny Bansal,1400,Technology,40,Singapore,
Girdhari Lal Bawri,1400,Healthcare,75,India,
John Bloor,1400,Diversified,79,United Kingdom,
Vladimir Bogdanov,1400,Energy,71,Russia,
Amit Burman,1400,Food & Beverage,53,India,
Cai Jianyong,1400,Metals & Mining,52,China,
Steve Case,1400,Technology,64,United States,
Chen Wenyuan & family,1400,Technology,55,China,
Chua Thian Poh,1400,Real Estate,74,Singapore,
Sasson Dayan & family,1400,Finance & Investments,83,Brazil,
Chris Ellison,1400,Metals & Mining,65,Australia,
John Farber,1400,Manufacturing,97,United States,
J. Christopher Flowers,1400,Finance & Investments,65,United States,J.C. Flowers & Co. LLC
Reinold Geiger,1400,Fashion & Retail,75,Switzerland,
Ali Ghodsi,1400,Technology,44,United States,
Lance Gokongwei,1400,Diversified,55,Philippines,
Guan Yihong,1400,Food & Beverage,53,China,
Rajinder Gupta,1400,Manufacturing,64,India,
Torstein Hagen,1400,Service,80,Switzerland,
Ayman Hariri,1400,Construction & Engineering,44,France,
Alfredo Harp Helu & family,1400,Finance & Investments,79,Mexico,
He Xiaopeng,1400,Automotive,45,China,
Christoph Henkel,1400,Fashion & Retail,65,United Kingdom,
Daniel Hirschfeld,1400,Fashion & Retail,81,United States,
Drew Houston,1400,Technology,40,United States,Dropbox
Huang Jinxiang & family,1400,Manufacturing,58,China,
Rameshchandra Jain,1400,Manufacturing,74,India,
Ke Zunhong & family,1400,Healthcare,68,China,
Kim Taek-jin,1400,Media & Entertainment,56,South Korea,NCSOFT Corporation
Koh Wee Meng,1400,Real Estate,59,Singapore,
Sergei Kolesnikov,1400,Manufacturing,51,Russia,
Hemendra Kothari,1400,Finance & Investments,76,India,
Sebastian Kulczyk,1400,Finance & Investments,42,Switzerland,
Kwee Liong Keng,1400,Real Estate,77,Singapore,
Kwee Liong Phing,1400,Real Estate,65,Singapore,
